SSC_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
SSC50062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,0,4,0,0,16
SSC50063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,6,3,3,4,25
SSC50064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,4,3,0,3,0,17
SSC50065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,4,0,0,4,0,25
SSC50066,0,0,3,3,0,0,0,3,0,14,0,0,3,0,0,4,0,0,0,10,0,6,9,6,3,0,3,0,0,32,3,10,10,0,6,0,0,3,0,29,4,3,6,0,11,4,0,3,0,45,6,5,4,3,7,3,0,0,0,27,6,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,32,37,8,32,21,12,10,3,166
SSC50067,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,12,0,6,12,0,3,0,22,3,0,50,0,3,4,0,0,0,16,3,0,34,3,5,8,0,0,0,7,0,0,25,0,0,3,0,0,0,13,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,34,0,3,0,57,9,0,133
SSC50068,0,0,4,14,5,22,0,16,0,69,11,10,30,22,29,17,9,12,0,135,36,99,41,27,42,18,17,19,3,301,33,46,39,18,29,7,11,13,4,208,40,32,47,21,37,18,18,14,3,229,21,25,22,6,30,9,12,11,3,142,14,5,4,3,3,3,3,0,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,222,198,109,182,97,64,83,20,1121
SSC50069,8,3,27,27,8,69,4,49,5,199,25,31,119,89,61,95,24,74,10,520,130,301,392,208,286,116,112,158,37,1738,95,184,241,136,160,67,95,113,18,1114,59,70,130,85,111,40,88,88,12,688,15,35,40,35,50,27,24,41,6,274,0,0,7,7,4,0,3,3,0,26,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,336,626,949,589,677,421,353,527,77,4552
SSC50070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,11,0,0,0,9,0,0,32,5,0,3,3,0,0,4,0,0,24,6,3,8,3,3,0,0,0,0,27,0,5,0,0,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,19,30,4,0,0,21,6,3,106
SSC50072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,16
SSC50073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,11
SSC50074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,7
SSC50075,0,0,8,7,0,14,0,16,0,42,0,0,8,7,10,3,4,5,0,36,0,3,6,3,4,3,3,4,3,33,6,14,20,12,13,3,13,11,5,101,10,15,29,8,19,12,14,11,4,128,5,4,10,3,7,0,13,8,0,64,8,0,3,3,4,3,3,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,42,86,39,57,40,54,53,12,422
SSC50076,0,0,0,0,0,0,0,0,0,0,0,4,20,3,4,0,5,23,0,57,17,51,250,10,14,0,41,139,10,532,22,44,188,3,11,0,55,113,8,453,21,21,137,3,16,0,41,79,9,337,6,9,59,6,4,3,30,35,3,155,3,3,3,0,0,0,3,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,134,665,28,54,4,177,392,27,1547
SSC50077,0,0,3,3,0,0,0,3,0,9,0,0,3,3,3,7,0,0,0,20,3,0,3,0,3,0,3,0,0,14,6,0,3,0,4,0,0,0,0,9,9,10,0,8,10,3,3,0,3,46,6,8,3,3,8,4,4,3,0,28,5,3,0,0,0,0,0,0,0,13,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,35,30,11,15,27,13,9,10,3,148
SSC50078,4,8,31,58,13,69,3,30,3,212,10,37,70,80,45,52,20,61,3,387,117,352,194,116,177,63,52,71,13,1162,182,386,173,100,188,53,47,68,18,1212,167,307,156,100,203,55,81,66,16,1157,77,161,108,95,128,47,57,72,13,757,21,51,16,17,24,22,20,21,3,196,0,3,5,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,576,1305,759,574,786,369,276,382,74,5095
SSC50079,3,12,3,23,4,46,4,24,0,114,9,41,28,28,23,29,6,25,3,186,22,131,45,25,31,24,18,22,5,327,52,164,36,17,39,16,13,14,7,360,83,136,38,44,68,19,9,10,3,410,52,114,30,19,44,19,10,17,0,309,12,29,8,6,18,9,3,0,0,78,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,236,627,194,162,232,157,64,111,13,1803
SSC50080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50081,0,4,9,9,9,39,3,18,0,95,10,29,26,11,25,16,10,18,7,149,60,119,148,53,77,24,60,52,16,612,109,93,140,69,83,16,56,35,23,624,62,61,54,42,51,12,41,31,11,371,24,34,29,12,21,3,19,7,0,149,3,3,7,0,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,336,413,201,272,113,184,170,51,2014
SSC50082,0,0,12,14,5,30,4,18,0,92,3,3,25,15,12,16,4,11,4,98,20,30,55,20,32,25,27,26,4,231,35,49,45,47,41,20,30,34,9,307,37,52,34,43,40,29,21,31,5,292,24,47,22,38,42,24,27,19,0,240,5,6,0,8,3,3,4,10,0,45,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,119,187,197,184,177,145,110,149,28,1300
SSC50083,5,11,21,52,31,103,8,47,3,275,35,61,75,107,75,106,25,64,8,563,185,623,310,192,223,109,69,127,42,1879,291,667,245,138,217,101,77,78,28,1835,287,432,198,153,235,72,65,100,28,1571,132,270,147,117,193,57,76,72,11,1076,24,44,16,17,38,13,19,20,4,200,3,5,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,958,2114,1021,769,1016,562,334,516,129,7420
SSC50084,0,0,5,3,0,19,0,11,0,41,3,5,7,12,0,3,0,11,0,52,9,37,25,15,18,13,6,13,0,144,15,32,18,14,13,9,11,11,7,119,20,24,14,10,16,13,8,25,0,135,9,14,18,12,11,9,7,14,0,103,0,3,3,0,8,0,3,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,128,84,77,62,69,47,85,5,613
SSC50085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,13,10,3,0,5,0,0,3,0,0,25,17,0,3,0,0,0,0,3,5,27,4,0,0,0,0,0,3,4,0,13,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,11,7,5,3,3,11,14,5,90
SSC50086,3,3,8,18,3,46,0,19,5,104,3,28,29,29,7,26,12,20,3,154,63,157,98,60,44,19,9,30,14,490,91,204,60,38,57,22,14,26,10,522,93,197,62,34,54,34,17,26,12,528,53,108,37,34,48,18,19,19,3,349,13,35,10,3,13,4,9,8,0,99,0,0,0,0,0,0,3,3,4,11,0,0,0,0,0,0,0,0,0,0,324,729,301,217,233,179,78,157,43,2267
SSC50087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,3,0,0,9,0,3,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,0,0,0,0,0,4,0,35
SSC50089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,24
SSC50090,0,3,23,20,6,61,3,38,0,151,8,26,75,45,34,63,30,52,8,345,59,225,203,147,139,73,107,125,13,1088,77,138,165,65,115,48,83,85,15,779,43,76,102,64,76,22,79,83,15,551,31,47,56,52,70,27,53,58,9,402,9,15,15,8,18,5,14,12,0,102,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,227,532,639,399,458,305,369,451,60,3432
SSC50091,0,3,13,26,11,57,3,21,0,136,10,32,38,52,30,45,9,28,3,241,83,211,107,58,67,34,19,29,9,613,112,245,69,34,78,47,23,34,16,661,94,170,70,53,100,29,29,34,3,579,56,85,44,47,69,23,14,28,8,375,3,27,14,5,16,3,9,10,0,92,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,357,784,347,279,375,240,102,189,40,2708
SSC50092,3,3,28,10,3,35,0,24,3,118,3,10,44,23,17,14,5,9,3,119,18,34,51,8,33,10,12,10,3,178,56,72,71,15,55,15,18,18,0,310,62,58,70,26,70,27,30,15,10,364,37,35,50,32,43,14,18,12,3,241,3,11,9,3,9,3,3,4,0,54,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,179,221,316,118,223,122,90,89,26,1386
SSC50093,4,8,28,24,6,86,5,42,0,204,12,29,70,46,32,75,22,63,5,354,56,128,199,88,107,81,74,103,14,850,64,108,185,94,126,56,73,89,22,820,73,69,149,119,164,64,114,129,19,905,56,57,124,97,108,53,94,129,14,742,5,12,22,14,20,12,14,24,3,123,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,274,411,785,492,557,420,400,579,77,3994
SSC50094,0,0,3,0,0,4,0,0,0,8,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,10,0,0,3,0,0,0,0,3,0,9,3,3,3,0,3,0,4,0,0,23,3,0,3,0,0,0,4,3,0,11,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,22,0,7,5,11,8,0,73
SSC50095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,3,0,8,0,20
SSC50096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,6,16
SSC50097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,11,3,0,0,0,0,0,0,0,0,6,9,5,0,0,0,0,0,4,0,22,4,0,0,0,3,0,0,0,0,10,3,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10,3,5,9,3,7,9,0,59
SSC50098,0,0,34,31,12,84,4,35,4,201,10,40,77,54,51,40,28,42,4,345,95,263,195,88,158,69,65,62,13,1021,163,228,175,61,160,55,47,63,23,987,87,123,142,89,155,64,74,69,21,827,49,59,78,52,63,34,48,39,3,424,10,11,6,4,10,8,10,8,0,65,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,418,728,701,386,607,358,275,325,70,3878
SSC50099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,18
SSC50100,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,6,3,0,0,0,0,0,0,10,0,21,3,0,0,0,0,0,0,7,0,12,3,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,3,0,9,7,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,27,3,5,3,0,3,4,20,0,69
SSC50101,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,5,3,0,0,0,0,12,4,0,0,3,0,0,0,0,0,10,0,3,3,0,3,0,8,3,0,24,3,0,6,4,0,0,4,3,0,17,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,13,14,12,0,12,8,3,76
SSC50102,0,3,11,9,3,37,0,29,4,96,3,22,43,27,22,32,3,12,4,174,43,119,139,56,74,36,28,51,3,548,52,82,105,50,69,29,22,28,5,446,33,82,57,28,73,29,30,41,5,386,30,46,57,38,67,29,24,31,3,332,5,3,7,3,13,3,3,7,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,364,420,216,307,211,111,200,34,2032
SSC50103,0,0,0,0,0,3,0,0,0,10,0,3,3,3,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,9,4,0,6,3,0,0,0,0,0,16,5,8,3,0,13,0,3,3,0,34,13,5,4,0,4,0,4,0,0,35,3,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,17,11,16,6,9,8,0,113
SSC50104,0,0,3,3,0,13,0,5,0,25,3,0,7,7,14,12,12,6,0,66,7,22,38,12,27,12,8,20,4,141,12,20,44,19,20,3,12,13,0,152,10,18,32,15,13,14,27,20,6,154,4,13,21,21,18,12,29,16,0,140,0,3,4,3,3,3,11,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,81,147,82,96,71,90,87,10,710
SSC50105,0,0,18,23,3,50,6,22,0,121,16,34,84,63,28,66,25,59,8,380,86,224,228,131,135,61,97,113,16,1103,71,166,124,56,73,45,65,71,8,681,72,87,80,41,85,31,68,46,5,515,33,51,50,28,68,18,50,45,4,350,5,17,16,17,15,11,10,7,3,97,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,291,582,608,357,408,286,310,363,47,3251
SSC50106,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,6,4,0,3,0,0,0,0,0,0,19,8,0,3,3,3,0,0,4,0,29,10,3,0,0,0,0,12,4,0,32,9,0,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,42,8,18,7,11,0,11,11,3,118
SSC50107,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,5,6,0,3,3,3,0,0,3,0,28,6,3,4,0,0,0,0,5,0,19,12,4,5,3,0,0,4,6,0,36,5,0,0,0,5,3,0,0,0,15,5,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,17,18,11,10,8,3,18,3,110
SSC50108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8
SSC50109,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,3,3,0,5,5,3,0,0,3,0,0,0,0,14,0,6,0,3,0,0,0,3,0,12,3,0,0,0,3,0,0,0,0,11,7,0,0,0,0,3,0,0,0,15,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,27,10,0,5,4,4,12,9,0,66
SSC50110,8,0,13,14,5,70,5,29,3,155,13,23,46,28,22,54,15,36,7,249,52,95,105,77,68,44,53,52,11,556,79,107,117,70,93,58,70,62,14,663,51,65,92,61,81,49,58,65,8,537,19,30,44,24,42,22,38,53,4,271,4,8,3,3,8,5,0,8,3,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,215,331,409,287,315,302,235,313,59,2469
SSC50111,3,7,12,39,7,53,3,33,0,156,25,67,67,140,37,126,39,134,5,645,72,292,173,140,122,109,78,194,10,1193,42,120,80,58,47,23,44,90,16,516,32,65,57,33,44,19,35,56,11,342,21,44,26,28,33,9,18,24,0,201,4,10,6,8,17,8,6,4,0,61,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,194,602,419,435,312,336,231,534,51,3117
SSC50112,0,0,9,10,0,21,0,8,0,53,3,3,9,9,7,13,0,6,0,65,8,30,27,11,16,12,10,10,0,127,12,30,27,15,12,8,9,14,3,130,18,35,28,15,23,14,12,10,3,162,30,34,20,13,18,4,14,14,3,145,3,4,4,3,3,0,3,4,0,26,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,82,144,121,77,73,73,39,75,15,708
SSC50113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,4,0,3,0,0,19
SSC50114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50115,3,0,14,17,0,57,0,35,3,127,10,17,45,36,19,53,18,34,11,239,90,167,154,123,151,82,100,93,14,978,78,152,166,87,140,64,114,87,14,896,35,45,80,42,62,37,60,59,6,428,10,18,24,28,34,3,24,21,4,175,4,0,4,3,0,3,9,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,402,494,339,410,294,319,328,57,2869
SSC50116,0,0,4,0,0,0,0,3,0,11,0,0,4,0,0,0,3,5,0,21,8,3,18,5,4,4,9,7,0,59,9,9,11,11,3,4,13,7,0,64,16,7,14,12,14,3,17,7,0,93,25,15,11,13,14,9,13,11,0,108,15,4,4,3,0,3,3,8,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,73,35,65,42,42,28,57,42,0,390
SSC50117,0,4,21,26,5,64,0,38,3,174,14,31,46,39,37,47,15,34,3,268,42,150,115,48,56,33,24,31,10,496,90,163,90,50,91,25,30,44,7,591,101,168,114,54,140,40,45,47,6,706,73,131,95,59,99,38,44,59,9,596,10,26,12,9,18,9,6,13,0,106,0,0,0,0,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,325,676,489,290,457,252,162,258,44,2956
SSC50118,0,0,4,4,5,0,0,3,0,17,0,4,6,12,0,0,0,0,0,28,4,9,6,0,3,0,0,0,0,27,11,14,4,7,6,3,0,0,0,43,21,29,17,9,19,3,3,4,0,102,13,23,4,3,13,3,4,10,3,71,4,5,8,0,0,0,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,85,39,40,46,17,11,22,4,315
SSC50119,0,4,13,43,10,79,3,33,3,175,14,48,39,59,37,52,9,25,3,275,64,198,73,51,51,32,15,20,9,524,130,227,62,48,71,46,13,11,15,624,181,255,81,60,114,45,12,19,14,784,93,200,41,32,93,33,21,27,7,545,32,63,20,9,26,15,4,6,12,176,5,5,0,0,6,0,0,0,0,20,3,0,0,0,0,0,0,0,3,3,520,995,324,298,407,305,74,142,61,3133
SSC50120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50121,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,3,0,0,3,0,0,0,4,8,7,3,3,0,0,0,3,4,0,24,3,4,0,4,0,0,3,7,0,25,0,6,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,10,11,6,5,5,15,6,81
SSC50122,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,0,12
