SSC_CODE_2016,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
SSC50021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50022,73,167,304,327,380,308,137,33,0,1719,0,0,0,0,0,0,3,0,0,9,0,3,16,16,12,5,0,0,0,54,0,3,3,9,10,6,3,0,0,43,0,0,0,3,3,3,0,0,0,10,0,3,11,12,16,8,0,0,0,50,0,4,4,5,11,9,8,0,0,40,37,37,16,25,22,18,9,0,0,161,25,18,19,7,11,3,0,0,0,88,3,0,8,11,3,11,0,0,0,33,0,0,3,4,3,5,0,0,0,15,0,4,3,7,10,11,3,0,0,41,0,6,12,12,10,20,9,0,0,70,3,17,39,33,34,27,5,0,0,153,0,9,8,6,5,5,0,0,0,45,0,8,19,20,15,13,0,0,0,75,0,8,34,35,57,54,11,0,0,203,0,18,65,70,60,60,17,0,0,304,0,6,3,5,4,0,0,0,0,24,0,8,6,11,11,10,0,0,0,47
SSC50023,0,0,0,3,3,3,0,0,0,18,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50024,49,89,187,226,216,203,54,10,0,1035,0,0,0,0,0,0,0,0,0,3,0,0,12,3,7,3,0,0,0,28,3,3,6,3,7,0,4,0,0,19,0,0,3,0,0,0,0,0,0,3,0,3,4,3,4,8,0,0,0,16,0,0,4,8,3,0,3,0,0,18,21,21,8,14,22,17,8,0,0,109,20,29,8,6,15,11,0,0,0,79,0,3,3,0,0,7,0,0,0,12,0,0,0,0,0,3,0,0,0,8,0,5,7,5,12,4,0,0,0,35,0,0,3,6,5,4,4,0,0,23,4,8,9,32,28,14,5,0,0,98,0,7,0,8,12,0,0,0,0,22,0,0,13,17,12,12,3,0,0,60,3,11,24,30,44,38,11,0,0,164,0,15,38,40,51,61,5,4,0,221,4,3,3,3,3,3,0,0,0,16,0,3,4,3,0,0,3,0,0,19
SSC50025,9,0,10,30,37,32,8,0,0,132,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,0,0,3,5,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,0,3,3,3,0,0,0,5,0,0,0,8,3,3,0,0,0,18,0,0,3,4,14,8,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,8
SSC50026,106,274,637,542,487,410,104,8,0,2572,0,0,4,4,3,6,3,0,0,19,0,3,9,5,9,7,0,0,0,29,4,6,21,15,23,5,4,0,0,82,0,3,4,5,4,3,0,0,0,21,4,14,7,13,12,4,3,0,0,60,0,4,10,8,7,4,0,0,0,39,27,68,71,57,67,46,12,0,0,353,54,23,26,29,24,12,3,0,0,163,3,9,31,11,17,23,0,0,0,94,6,4,4,3,4,0,0,0,0,20,0,4,13,8,6,5,0,0,0,33,0,6,4,4,15,4,0,0,0,37,0,7,18,12,16,7,4,0,0,62,3,9,10,23,19,14,0,0,0,78,0,10,19,23,42,27,3,0,0,121,9,17,38,51,55,59,16,0,0,244,9,35,125,125,112,106,31,0,0,549,0,7,7,3,3,0,0,0,0,19,0,7,23,5,17,12,4,0,0,76
SSC50027,0,0,0,0,5,3,0,0,0,15,0,0,3,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50028,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50029,0,0,6,6,3,3,0,0,0,15,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50030,4,0,0,5,14,3,0,0,0,27,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50031,20,49,136,140,168,139,45,10,0,705,0,0,0,0,0,0,0,0,0,3,0,3,9,3,8,3,0,0,0,27,0,0,0,3,3,3,0,0,0,15,0,0,0,3,3,3,0,0,0,6,0,0,7,4,6,6,0,0,0,26,0,0,0,7,6,8,0,0,0,22,8,12,21,15,15,4,0,0,0,71,13,9,9,3,6,4,0,0,0,40,0,0,14,3,3,3,0,0,0,23,0,0,0,3,0,0,0,0,0,4,0,4,10,10,6,4,3,0,0,28,0,0,3,3,8,6,0,0,0,23,0,3,6,6,20,8,0,0,0,46,0,3,5,9,0,5,3,0,0,21,0,0,8,20,10,10,0,0,0,48,0,7,8,16,12,26,4,0,0,81,3,11,26,22,22,16,7,0,0,109,0,0,3,10,12,4,0,0,0,34,0,0,4,3,3,11,0,0,0,26
SSC50032,32,64,173,159,125,65,16,3,0,639,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,0,0,0,9,0,0,7,9,7,3,0,0,0,25,0,0,4,0,0,0,0,0,0,4,0,0,3,5,3,0,0,0,0,18,0,0,3,3,4,0,0,0,0,11,5,10,17,12,18,3,0,0,0,72,13,5,5,8,3,0,0,0,0,30,0,0,3,0,3,0,0,0,0,3,0,0,0,3,3,0,0,0,0,9,0,0,6,10,4,7,0,0,0,20,0,0,6,3,3,0,0,0,0,12,0,3,10,6,3,3,0,0,0,28,0,0,4,3,3,0,3,0,0,16,0,3,6,16,7,3,5,0,0,36,0,4,13,21,11,10,0,0,0,72,0,10,32,30,29,16,6,0,0,127,3,0,3,0,0,0,3,0,0,16,0,4,8,6,4,0,0,0,0,21
SSC50033,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50034,12,13,85,78,46,48,21,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,4,0,0,0,8,0,0,6,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,0,0,4,0,0,0,0,6,3,3,4,3,7,0,0,0,0,34,5,8,6,6,0,0,0,0,0,22,0,0,3,4,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,5,11,6,3,0,0,0,23,0,0,0,6,0,0,0,0,0,11,0,0,11,6,3,4,3,0,0,27,0,0,4,11,6,6,0,0,0,29,0,7,19,7,9,10,3,0,0,50,0,0,4,0,3,0,0,0,0,7,0,0,3,3,0,0,0,0,0,5
SSC50035,73,113,234,307,425,274,89,21,0,1537,0,0,0,0,0,0,0,0,0,0,0,0,7,15,8,0,0,0,0,33,9,4,7,10,12,3,0,0,0,48,0,0,0,0,0,0,0,0,0,4,0,0,4,20,17,14,5,0,0,57,0,4,5,0,12,7,0,0,0,28,31,44,23,19,20,22,4,0,0,159,37,30,7,13,6,3,0,0,0,92,4,6,9,12,11,8,0,0,0,43,3,0,0,8,0,3,0,0,0,12,0,0,10,14,12,7,0,0,0,44,0,6,4,11,14,6,11,0,0,58,0,18,26,41,36,14,8,3,0,138,0,3,10,11,11,3,0,0,0,39,3,4,8,15,26,9,0,0,0,71,3,10,17,55,97,45,14,0,0,241,9,28,51,43,80,51,14,0,0,271,0,3,10,3,0,0,0,0,0,16,3,5,13,13,15,6,0,0,0,52
SSC50036,162,184,465,735,598,207,50,3,0,2408,0,0,0,6,7,0,0,0,0,11,0,3,10,16,5,0,0,0,0,38,9,5,8,26,31,11,0,0,0,93,0,0,3,4,7,3,0,0,0,11,0,8,23,22,18,7,0,0,0,77,0,8,6,20,7,8,0,0,0,48,73,49,47,55,61,17,6,0,0,306,64,28,31,21,13,8,0,0,0,167,0,10,13,13,24,6,0,0,0,61,0,0,5,7,4,0,0,0,0,19,0,0,20,24,12,4,0,0,0,61,0,6,9,12,6,8,0,0,0,48,3,10,30,29,24,10,3,0,0,108,0,3,9,20,16,6,0,0,0,59,0,10,32,49,47,21,0,0,0,160,9,18,39,143,106,23,6,0,0,351,5,36,118,147,107,68,8,0,0,494,15,4,8,4,7,5,0,0,0,40,5,9,19,24,18,7,0,0,0,89
SSC50037,68,114,489,584,273,110,24,3,0,1660,0,0,3,4,3,0,0,0,0,8,0,0,9,15,0,0,0,0,0,30,3,0,20,22,10,8,0,0,0,59,0,0,3,6,3,0,0,0,0,20,0,3,15,20,9,0,3,0,0,48,4,0,7,6,5,3,0,0,0,27,16,30,45,36,20,10,0,0,0,168,30,17,24,16,0,5,0,0,0,93,0,3,9,14,3,3,0,0,0,35,0,0,0,0,0,0,0,0,0,4,0,3,30,22,4,3,0,0,0,66,0,0,4,11,4,5,0,0,0,27,0,12,44,29,18,6,0,0,0,105,0,3,15,23,11,0,0,0,0,61,0,4,29,37,20,8,3,0,0,99,0,8,59,74,44,11,3,0,0,205,5,23,113,97,56,30,4,0,0,326,0,3,3,3,3,0,0,0,0,13,0,4,30,22,3,3,0,0,0,60
SSC50038,21,6,26,34,62,76,15,3,0,249,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,3,5,3,3,5,12,10,4,0,0,49,5,5,7,6,7,13,0,0,0,40,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,5,0,7,0,0,0,13,0,0,3,0,4,0,3,0,0,6,0,0,0,3,4,3,0,0,0,15,0,0,0,0,0,3,0,0,0,9,0,0,4,3,7,3,0,0,0,15,0,0,0,5,13,11,0,0,0,41,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6
SSC50039,183,278,771,827,729,465,99,11,0,3368,0,0,7,3,0,3,3,0,0,15,0,3,18,12,10,6,0,0,0,53,9,14,37,37,32,17,3,0,0,158,0,0,8,3,3,0,0,0,0,14,0,5,27,26,17,11,0,0,0,96,0,0,7,15,3,7,0,0,0,37,94,48,126,103,111,50,10,0,0,547,82,29,46,35,26,24,0,0,0,245,0,3,8,10,15,11,4,0,0,64,3,3,6,3,5,0,0,0,0,17,0,5,18,31,17,4,0,0,0,74,0,3,9,19,16,9,0,0,0,59,0,11,25,24,17,13,6,0,0,103,0,4,22,19,17,23,4,0,0,90,3,9,36,55,40,19,3,0,0,165,0,11,82,127,128,83,9,0,0,432,14,37,103,146,137,110,21,0,0,578,8,10,11,5,7,3,0,0,0,47,12,21,33,35,29,13,3,0,0,137
SSC50040,108,258,884,759,481,184,49,4,0,2732,0,7,4,4,3,0,0,0,0,13,0,3,13,24,18,5,0,0,0,60,3,6,28,33,19,3,0,0,0,100,0,3,9,0,10,0,0,0,0,17,0,11,27,22,23,4,0,0,0,82,0,8,16,18,13,3,0,0,0,53,51,52,84,77,47,28,3,0,0,340,50,30,48,23,18,3,3,0,0,182,3,12,21,26,17,9,0,0,0,83,0,3,5,9,0,0,0,0,0,19,0,8,30,14,22,7,0,0,0,78,0,11,20,15,3,4,0,0,0,59,0,7,46,26,19,10,0,0,0,107,0,6,25,39,9,5,3,0,0,99,0,9,55,63,30,17,0,0,0,177,15,12,78,103,78,23,3,0,0,318,4,41,136,137,98,51,17,3,0,486,3,0,8,7,3,3,0,0,0,32,6,18,42,28,21,14,0,0,0,118
SSC50041,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50042,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50043,0,0,3,4,0,3,0,0,0,17,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50044,0,0,0,0,3,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50045,0,0,0,3,8,0,0,0,0,18,0,0,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50046,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50047,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
