SSC_CODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SSC51276,1087,1114,2199,109,102,212,20,14,28,10,17,29,23,10,35,11,10,15,517,495,1013,0,0,0,7,0,5,0,0,0,0,0,0,584,542,1128,202,191,388,21,16,40,910,855,1769,302,355,653,2300,2317,4616
SSC51277,36,29,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,3,10,11,4,0,3,43,35,81
SSC51278,77,63,137,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,22,13,36,0,0,0,0,0,0,0,0,0,0,0,0,20,13,33,0,0,0,0,0,0,23,22,44,6,5,11,102,84,189
SSC51279,20,23,40,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,0,0,0,0,0,0,5,9,16,4,4,7,33,29,67
SSC51280,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51281,10,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,19
SSC51282,73,72,142,15,19,41,0,0,0,0,0,0,0,0,0,0,0,0,16,21,33,0,0,0,0,0,0,0,0,0,0,0,0,16,23,40,0,0,0,0,0,0,34,42,81,4,8,11,118,115,234
SSC51283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51285,1012,995,2007,146,173,315,26,30,55,13,20,32,16,20,38,3,8,10,497,561,1056,3,3,9,0,3,3,0,3,5,0,0,0,561,642,1209,145,149,293,17,18,41,868,987,1855,193,211,400,2074,2190,4262
SSC51286,41,35,76,6,8,14,0,0,0,0,0,0,0,0,0,0,0,0,3,6,12,0,0,0,0,0,0,0,0,0,0,0,0,3,6,12,0,0,0,0,0,0,13,15,24,0,3,3,48,54,103
SSC51287,1315,1415,2732,169,180,348,27,27,58,16,21,32,9,11,20,14,16,27,568,527,1092,3,3,3,6,3,10,0,0,3,3,6,5,643,609,1252,434,404,844,10,13,19,1256,1209,2470,85,83,161,2657,2706,5364
SSC51288,1662,1691,3351,247,216,465,59,37,100,58,40,96,48,51,99,24,24,46,1397,1216,2616,8,3,13,16,11,24,3,7,10,0,0,0,1619,1383,2997,756,742,1500,56,42,98,2681,2385,5067,708,594,1299,5043,4674,9717
SSC51289,184,181,361,3,4,6,0,0,3,0,0,0,0,0,0,0,3,4,80,93,171,0,0,0,0,0,0,0,0,0,0,0,0,78,96,176,3,3,9,0,0,0,88,99,193,14,11,30,287,290,582
SSC51290,3152,3415,6568,506,534,1039,104,78,176,74,67,145,95,87,178,24,33,57,1542,1745,3290,18,32,57,18,19,38,12,6,18,0,0,0,1888,2070,3960,370,410,779,31,33,70,2798,3051,5848,666,674,1339,6609,7140,13748
SSC51291,66,48,117,6,5,14,3,0,3,3,0,3,3,6,7,0,0,0,36,17,50,0,0,0,0,0,0,0,0,0,0,0,0,54,19,69,3,0,3,0,3,3,67,27,93,47,11,62,185,81,263
SSC51292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC51293,33,27,62,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,6,16,0,0,0,0,0,0,0,0,0,0,0,0,9,6,16,0,0,0,0,0,0,10,6,17,9,7,12,49,38,88
SSC51294,171,163,336,94,93,194,3,0,0,0,0,0,0,0,0,3,5,5,51,57,111,0,0,0,0,4,4,0,0,0,0,0,0,63,64,124,0,3,5,6,4,8,160,166,329,202,57,256,533,389,916
SSC51295,119,107,232,21,11,30,8,4,15,0,3,8,9,5,16,3,3,3,44,40,84,0,0,0,0,3,3,0,0,0,0,0,0,64,58,116,4,13,13,0,0,0,88,81,166,43,46,92,252,231,489
SSC51296,214,202,415,17,21,36,3,0,6,3,5,8,0,3,4,0,0,0,123,122,242,0,0,0,7,7,12,0,0,0,0,0,0,133,137,272,0,8,10,3,0,3,156,164,319,23,19,48,395,385,776
SSC51297,1998,2012,4014,165,162,319,14,18,27,7,14,24,3,8,7,0,5,3,673,683,1356,0,0,0,0,0,0,0,0,0,0,0,0,702,720,1422,73,73,147,11,14,24,949,967,1915,160,153,317,3110,3133,6244
SSC51298,58,62,118,0,3,7,0,0,0,3,0,5,0,0,0,0,0,0,17,22,39,0,0,0,0,0,0,0,0,0,0,0,0,25,23,44,0,0,3,3,0,3,31,32,60,9,5,12,97,92,191
SSC51299,50,53,105,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,16,15,30,0,0,0,0,0,0,0,0,0,0,0,0,19,13,37,3,0,4,0,0,0,26,19,41,4,6,9,77,71,154
SSC51300,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
SSC51301,853,963,1810,131,141,274,3,13,12,3,12,13,10,11,25,6,0,7,251,287,536,0,0,0,0,0,0,0,3,3,0,0,0,283,321,608,133,154,286,3,4,14,550,628,1175,77,153,230,1472,1740,3213
SSC51302,38,3,43,0,0,0,4,0,4,0,0,0,3,0,5,0,0,0,56,3,57,0,0,0,0,0,0,0,0,0,0,0,0,60,6,69,12,3,18,0,0,0,78,13,89,24,5,30,143,19,158
SSC51303,16,9,27,0,3,3,3,0,3,0,0,4,3,0,3,0,0,0,19,20,34,0,0,0,0,0,0,0,0,0,0,0,0,23,23,49,16,12,30,0,0,0,45,29,76,118,98,221,182,141,320
SSC51304,18,25,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,33,0,0,0,0,0,0,0,0,0,0,0,0,20,17,31,0,0,0,0,0,0,22,17,36,0,3,4,39,37,75
SSC51305,36,41,78,11,11,21,0,0,0,0,0,0,0,0,3,0,0,0,25,31,60,0,0,0,0,0,0,0,0,0,0,0,0,27,29,62,0,0,0,0,0,0,42,43,85,3,5,7,80,92,168
SSC51306,10,13,23,5,4,8,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,9,5,18,4,9,11,24,29,54
SSC51307,24,21,43,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,0,0,0,0,0,0,5,12,18,5,3,5,32,34,68
SSC51308,2009,1984,3987,178,167,344,35,36,74,34,20,53,34,33,70,13,11,24,812,813,1619,8,5,12,6,7,18,0,0,0,0,0,0,936,933,1872,139,151,293,20,9,27,1277,1254,2528,247,211,456,3528,3448,6976
SSC51309,63,51,108,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,11,8,26,0,0,0,0,0,0,0,0,0,0,0,0,19,13,29,0,0,0,0,0,3,21,16,39,13,15,29,97,85,180
SSC51310,652,697,1348,105,101,203,19,11,35,11,8,13,3,3,5,3,0,0,492,354,843,0,0,0,0,0,0,0,0,0,0,0,0,523,380,903,49,40,86,3,5,11,681,526,1200,89,119,211,1422,1343,2763
SSC51311,595,635,1234,18,19,42,4,4,11,0,5,5,0,0,0,0,0,3,149,168,320,0,0,0,0,0,0,0,0,3,0,0,0,161,185,346,45,54,95,9,8,16,231,266,498,42,43,82,873,945,1815
SSC51312,225,235,458,35,30,65,9,5,11,7,7,12,0,5,8,0,0,0,126,135,269,0,0,0,0,0,0,0,0,0,0,0,0,145,153,299,22,20,42,3,0,3,202,212,415,28,24,49,455,462,921
SSC51313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51314,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6
SSC51315,32,18,44,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,11,4,13,0,0,0,0,0,0,0,0,0,0,0,0,10,9,20,0,0,0,0,0,0,14,8,22,8,4,15,55,34,89
SSC51316,18,17,34,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,7,11,14,0,0,0,0,0,0,0,0,0,0,0,0,8,11,20,0,0,0,0,0,0,12,15,30,9,3,7,34,31,68
SSC51317,307,288,598,31,41,76,0,0,0,0,0,0,0,0,0,0,0,0,97,92,188,0,0,0,0,0,0,0,0,0,0,0,0,95,94,189,0,9,12,3,3,6,133,144,278,31,32,63,478,467,940
SSC51318,36,23,65,4,3,11,0,0,0,7,3,11,0,0,0,0,0,0,5,10,21,0,0,0,0,0,0,0,0,0,0,0,0,14,13,30,0,0,3,0,0,0,17,17,41,13,11,24,73,54,120
SSC51319,2649,2818,5470,541,474,1015,122,120,245,113,125,244,110,93,201,18,16,35,1920,2077,3999,18,26,48,24,23,46,10,16,25,0,0,0,2338,2503,4841,903,938,1849,81,52,131,3867,3969,7830,661,608,1271,7176,7396,14569
SSC51320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51321,140,128,271,10,7,18,3,0,3,0,0,0,0,0,0,0,0,0,40,35,77,0,0,0,4,0,3,0,0,0,0,0,0,45,41,92,0,3,3,0,0,0,58,55,108,31,33,62,232,212,439
SSC51322,7,3,12,7,3,13,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,7,10,13,0,0,0,16,14,38,3,3,6,26,27,48
SSC51323,4,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,3,14,6,17
SSC51324,26,19,50,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,31,23,59
SSC51325,21,20,45,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,13,11,24,0,0,0,0,0,0,0,0,0,0,0,0,13,11,24,0,0,0,0,3,3,18,15,29,0,3,8,39,36,78
SSC51326,2379,2347,4725,689,687,1373,92,90,181,77,81,159,74,74,145,17,10,25,1182,1252,2438,30,29,58,42,36,75,9,5,15,3,0,3,1524,1574,3097,607,618,1225,35,27,69,2847,2911,5758,340,272,610,5567,5532,11099
SSC51327,53,49,110,6,7,13,0,0,0,0,0,0,0,0,0,0,0,0,10,20,28,0,0,0,0,0,0,0,0,0,0,0,0,10,20,28,0,0,0,0,3,3,17,26,48,0,0,3,75,82,156
SSC51328,666,624,1287,37,42,78,4,4,3,0,0,3,4,6,16,0,0,0,291,285,575,0,3,3,3,0,4,0,0,0,0,0,0,306,298,604,8,11,15,9,4,12,355,356,717,109,90,197,1128,1074,2202
SSC51329,2332,2329,4657,250,225,474,34,35,62,31,28,59,28,27,60,10,9,20,1301,1282,2582,9,4,10,8,5,10,4,4,5,0,0,0,1421,1395,2816,293,331,626,32,35,71,1997,1987,3987,290,274,562,4615,4586,9205
SSC51330,31,27,59,4,5,11,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,9,10,19,7,8,16,55,39,94
SSC51331,169,162,335,51,49,95,0,0,0,4,0,4,10,3,14,0,0,0,68,64,130,0,0,3,4,3,5,0,0,0,0,0,0,84,78,157,4,11,11,0,0,3,135,136,270,26,24,52,335,319,654
SSC51332,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
SSC51333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51334,1119,1236,2352,138,164,302,13,20,28,20,18,41,13,12,28,11,4,10,460,455,917,0,5,3,3,4,9,0,3,3,0,0,0,520,519,1045,225,226,449,11,11,21,898,925,1815,76,91,165,2085,2248,4336
SSC51335,1001,1086,2090,148,169,317,32,45,75,31,40,76,13,20,35,3,10,11,425,499,926,0,5,5,6,4,7,8,5,13,0,0,0,521,625,1148,223,219,446,33,18,52,925,1031,1955,90,109,201,2017,2224,4243
SSC51336,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC51337,872,928,1801,140,159,298,30,28,63,16,12,31,24,14,43,6,5,11,544,581,1123,0,3,5,8,11,21,0,0,4,0,0,0,638,665,1299,105,75,178,16,14,27,899,909,1806,140,136,275,1907,1975,3882
SSC51338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51339,20,25,45,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,7,9,18,0,0,0,0,0,0,0,0,0,0,0,0,7,10,14,0,0,0,0,0,0,14,9,22,3,8,12,38,45,82
SSC51340,274,273,547,34,36,67,15,6,23,0,3,9,4,3,12,0,0,0,209,215,427,0,0,0,0,0,0,0,0,0,0,0,0,237,234,472,26,20,52,3,4,12,302,293,599,39,29,65,610,596,1206
SSC51341,410,422,834,112,105,219,4,0,5,6,7,12,7,6,14,3,3,7,417,473,890,0,3,3,5,3,4,0,0,0,0,0,0,451,490,942,89,105,196,10,6,16,660,713,1371,66,51,116,1138,1186,2318
SSC51342,191,193,386,92,89,179,4,4,8,3,4,7,3,3,7,5,4,10,75,74,150,0,0,3,0,3,9,0,0,0,0,0,0,95,93,184,9,11,19,7,5,7,198,196,392,33,24,60,415,416,831
SSC51343,778,776,1552,201,216,419,22,24,48,25,18,49,13,25,37,4,4,10,432,454,888,10,13,23,13,7,11,0,4,4,0,0,0,525,538,1065,86,82,167,10,10,20,825,852,1675,115,91,206,1710,1716,3427
SSC51344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51346,22,23,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,3,3,8,8,3,9,27,27,59
SSC51347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51348,833,756,1581,241,223,464,18,20,40,32,25,59,38,30,70,14,8,23,441,371,812,14,7,28,6,6,15,0,0,3,0,0,0,565,481,1044,150,170,323,14,9,27,970,886,1858,213,149,366,2016,1792,3805
SSC51349,2139,2277,4424,150,175,323,37,39,74,24,27,55,21,25,43,5,4,10,726,736,1459,0,0,3,3,3,10,0,0,3,0,0,0,816,834,1649,160,176,336,12,9,22,1140,1201,2342,148,139,281,3429,3612,7041
SSC51350,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,8
SSC51351,292,259,553,56,48,98,11,8,25,3,4,4,6,3,11,3,3,3,103,101,200,7,0,4,0,3,3,4,0,5,0,0,0,139,121,258,22,26,46,9,0,7,224,193,417,202,107,312,725,556,1280
SSC51352,1987,2141,4130,304,309,616,24,22,49,28,29,55,32,47,80,10,15,23,818,965,1786,3,8,13,5,12,22,3,0,3,0,0,0,932,1098,2027,206,238,448,35,34,76,1477,1687,3158,296,330,622,3754,4158,7910
SSC51353,9,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,3,3,5,0,0,0,12,15,29
SSC51354,259,237,496,79,68,139,3,3,9,0,5,5,4,0,0,0,0,0,45,49,95,0,0,0,0,4,4,0,0,0,0,0,0,58,61,116,9,10,16,3,0,3,139,135,271,85,68,156,486,438,923
SSC51355,9,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,6,20
SSC51356,12,16,25,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,10,6,14,0,0,0,0,0,0,0,0,0,0,0,0,10,6,14,0,0,0,0,0,0,6,12,18,0,3,3,21,23,47
SSC51357,719,795,1517,72,58,126,13,22,34,12,21,36,12,15,31,0,6,6,331,367,702,3,3,6,3,3,3,0,0,3,0,0,0,387,438,824,108,116,221,13,14,26,579,621,1201,131,104,232,1430,1525,2955
SSC51358,3,4,7,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,4,6,14,0,0,0,12,6,19
SSC51359,32,29,66,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,16,6,18,0,0,0,0,0,0,0,0,0,0,0,0,16,6,18,0,0,0,0,0,0,15,9,24,3,3,7,54,42,100
SSC51360,766,774,1541,26,36,66,11,8,20,10,3,13,14,16,28,3,0,9,485,519,1007,0,5,8,3,0,3,3,4,3,0,0,0,523,559,1082,62,64,127,13,10,19,628,664,1294,93,88,188,1495,1526,3019
SSC51361,1073,940,2016,777,754,1532,142,117,260,97,79,171,235,225,461,54,44,92,886,779,1666,27,25,49,26,27,54,0,4,3,0,0,0,1465,1297,2762,323,334,660,41,38,80,2606,2431,5031,752,699,1454,4428,4062,8495
SSC51362,983,907,1897,234,244,474,36,30,57,39,40,74,36,40,82,31,23,51,459,427,880,11,15,25,0,5,8,3,3,4,0,0,0,607,578,1182,164,187,350,11,22,36,1013,1029,2040,285,262,543,2286,2198,4479
SSC51363,4,3,12,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,3,4,9,5,22
SSC51364,25,21,47,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,4,3,3,0,0,0,4,9,17,0,0,0,32,30,62
SSC51365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,5,3,9,9,6,13,8,9,20
SSC51366,1624,1571,3195,96,107,201,16,10,27,19,7,26,19,22,42,6,7,14,618,624,1240,3,0,4,4,3,11,0,0,3,0,0,0,683,681,1360,171,181,351,16,8,20,968,975,1940,188,163,356,2778,2710,5487
SSC51367,10,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,3,0,7,19,14,32
SSC51368,12,14,31,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11,0,0,0,0,0,0,0,0,0,0,0,0,5,6,17,0,0,0,0,0,0,8,11,20,6,3,11,31,27,62
SSC51369,13,6,23,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,5,4,8,0,0,0,20,13,27
SSC51370,2312,2401,4715,396,364,760,94,71,160,79,71,151,75,68,144,32,32,65,1480,1403,2881,10,4,17,12,12,29,5,9,11,4,0,4,1794,1673,3464,792,777,1571,54,34,85,3034,2848,5887,486,474,960,5835,5721,11560
SSC51371,63,45,112,13,8,22,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,0,0,0,0,0,0,0,0,0,0,0,0,6,6,20,4,13,13,3,0,7,28,32,59,13,10,19,107,85,188
SSC51372,25,19,40,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,8,4,6,3,0,6,30,19,56
SSC51373,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,4,5,4,8
SSC51374,26,14,41,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,5,18,0,0,0,0,0,0,0,0,0,0,0,0,6,5,18,3,3,7,0,0,0,16,8,23,3,3,5,39,26,68
SSC51375,15,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,3,4,3,8,3,12,25,17,43
SSC51376,12,6,20,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,6,0,7,17,11,25
SSC51377,8,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,16
SSC51378,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0,0,11,13,0,0,0,9,17,21
SSC51379,634,626,1258,83,96,185,13,19,31,11,3,17,16,15,33,7,3,12,526,537,1062,5,4,8,0,7,5,0,0,0,0,0,0,569,591,1165,33,45,75,14,13,28,705,745,1454,126,98,220,1465,1467,2931
SSC51380,24,18,39,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,4,13,0,0,0,0,0,0,0,0,0,0,0,0,7,8,16,0,0,0,0,0,0,14,3,16,7,4,10,39,30,65
SSC51381,23,18,40,8,7,14,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,14,10,22,0,0,0,37,29,71
SSC51382,201,144,344,41,37,78,5,0,8,3,0,6,3,3,3,0,0,0,55,47,104,0,0,0,0,0,0,0,0,0,0,0,0,66,53,118,5,11,12,0,0,0,112,104,211,45,34,76,356,283,635
SSC51383,1890,1863,3755,264,264,527,42,31,77,42,39,83,31,29,66,29,25,57,1746,1733,3478,3,4,8,4,5,9,3,3,5,0,0,0,1902,1871,3775,461,469,936,20,8,25,2645,2619,5268,194,160,358,4731,4645,9372
SSC51384,536,512,1047,79,82,163,0,0,3,3,8,10,10,3,10,0,0,0,161,196,357,0,0,0,0,0,4,0,0,0,0,0,0,181,210,390,4,10,13,9,8,18,274,311,587,156,125,285,973,948,1922
SSC51385,2450,2583,5037,194,184,377,27,40,72,31,33,60,36,32,70,8,16,31,995,1100,2092,3,11,8,13,4,15,3,3,8,0,0,0,1115,1244,2358,371,381,754,42,57,98,1718,1870,3587,386,440,826,4559,4892,9453
SSC51386,728,872,1604,176,227,404,12,11,25,0,4,8,10,11,19,3,3,8,370,427,794,0,8,9,3,4,4,0,0,0,0,0,0,405,468,869,35,46,85,12,9,21,626,751,1383,120,136,262,1478,1762,3238
SSC51387,18,28,43,0,7,7,0,0,0,3,0,4,0,0,0,0,0,0,7,16,24,0,0,0,0,0,0,0,0,0,0,0,0,8,12,26,0,0,0,0,0,0,15,22,32,3,4,9,33,49,85
SSC51388,85,64,148,17,13,32,0,0,0,0,0,0,0,0,0,0,0,0,17,18,31,0,0,0,0,0,0,0,0,0,0,0,0,17,15,35,0,0,3,0,0,0,33,32,66,10,14,21,125,109,237
SSC51389,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,3,5,12
