SSC_CODE_2016,M_15_19_yr_Volunteer,M_15_19_yr_N_a_volunteer,M_15_19_yr_Voluntary_work_ns,M_15_19_yr_Tot,M_20_24_yr_Volunteer,M_20_24_yr_N_a_volunteer,M_20_24_yr_Voluntary_work_ns,M_20_24_yr_Tot,M_25_34_yr_Volunteer,M_25_34_yr_N_a_volunteer,M_25_34_yr_Voluntary_work_ns,M_25_34_yr_Tot,M_35_44_yr_Volunteer,M_35_44_yr_N_a_volunteer,M_35_44_yr_Voluntary_work_ns,M_35_44_yr_Tot,M_45_54_yr_Volunteer,M_45_54_yr_N_a_volunteer,M_45_54_yr_Voluntary_work_ns,M_45_54_yr_Tot,M_55_64_yr_Volunteer,M_55_64_yr_N_a_volunteer,M_55_64_yr_Voluntary_work_ns,M_55_64_yr_Tot,M_65_74_yr_Volunteer,M_65_74_yr_N_a_volunteer,M_65_74_yr_Voluntary_work_ns,M_65_74_yr_Tot,M_75_84_yr_Volunteer,M_75_84_yr_N_a_volunteer,M_75_84_yr_Voluntary_work_ns,M_75_84_yr_Tot,M_85ov_Volunteer,M_85ov_N_a_volunteer,M_85_ov_Voluntary_work_ns,M_85ov_Tot,M_Tot_Volunteer,M_Tot_N_a_volunteer,M_Tot_Voluntary_work_ns,M_Tot_Tot,F_15_19_yr_Volunteer,F_15_19_yr_N_a_volunteer,F_15_19_yr_Voluntary_work_ns,F_15_19_yr_Tot,F_20_24_yr_Volunteer,F_20_24_yr_N_a_volunteer,F_20_24_yr_Voluntary_work_ns,F_20_24_yr_Tot,F_25_34_yr_Volunteer,F_25_34_yr_N_a_volunteer,F_25_34_yr_Voluntary_work_ns,F_25_34_yr_Tot,F_35_44_yr_Volunteer,F_35_44_yr_N_a_volunteer,F_35_44_yr_Voluntary_work_ns,F_35_44_yr_Tot,F_45_54_yr_Volunteer,F_45_54_yr_N_a_volunteer,F_45_54_yr_Voluntary_work_ns,F_45_54_yr_Tot,F_55_64_yr_Volunteer,F_55_64_yr_N_a_volunteer,F_55_64_yr_Voluntary_work_ns,F_55_64_yr_Tot,F_65_74_yr_Volunteer,F_65_74_yr_N_a_volunteer,F_65_74_yr_Voluntary_work_ns,F_65_74_yr_Tot,F_75_84_yr_Volunteer,F_75_84_yr_N_a_volunteer,F_75_84_yr_Voluntary_work_ns,F_75_84_yr_Tot,F_85ov_Volunteer,F_85ov_N_a_volunteer,F_85_ov_Voluntary_work_ns,F_85ov_Tot,F_Tot_Volunteer,F_Tot_N_a_volunteer,F_Tot_Voluntary_work_ns,F_Tot_Tot,P_15_19_yr_Volunteer,P_15_19_yr_N_a_volunteer,P_15_19_yr_Voluntary_work_ns,P_15_19_yr_Tot,P_20_24_yr_Volunteer,P_20_24_yr_N_a_volunteer,P_20_24_yr_Voluntary_work_ns,P_20_24_yr_Tot,P_25_34_yr_Volunteer,P_25_34_yr_N_a_volunteer,P_25_34_yr_Voluntary_work_ns,P_25_34_yr_Tot,P_35_44_yr_Volunteer,P_35_44_yr_N_a_volunteer,P_35_44_yr_Voluntary_work_ns,P_35_44_yr_Tot,P_45_54_yr_Volunteer,P_45_54_yr_N_a_volunteer,P_45_54_yr_Voluntary_work_ns,P_45_54_yr_Tot,P_55_64_yr_Volunteer,P_55_64_yr_N_a_volunteer,P_55_64_yr_Voluntary_work_ns,P_55_64_yr_Tot,P_65_74_yr_Volunteer,P_65_74_yr_N_a_volunteer,P_65_74_yr_Voluntary_work_ns,P_65_74_yr_Tot,P_75_84_yr_Volunteer,P_75_84_yr_N_a_volunteer,P_75_84_yr_Voluntary_work_ns,P_75_84_yr_Tot,P_85ov_Volunteer,P_85ov_N_a_volunteer,P_85_ov_Voluntary_work_ns,P_85ov_Tot,P_Tot_Volunteer,P_Tot_N_a_volunteer,P_Tot_Voluntary_work_ns,P_Tot_Tot
SSC50971,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,7,0,3,0,6,4,3,0,6,0,0,0,0,0,0,0,0,9,15,6,25,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,5,0,0,3,0,7,0,5,3,0,0,3,0,0,0,0,0,0,0,0,6,7,4,21,0,0,0,3,0,0,0,0,0,3,0,3,0,3,0,9,8,0,0,10,0,5,3,12,4,3,0,8,0,0,0,0,0,0,0,0,16,21,9,43
SSC50972,0,0,0,0,0,0,0,0,0,3,4,8,3,3,0,6,0,3,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,12,4,22,0,0,0,0,0,0,0,0,0,4,0,4,5,0,0,9,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,6,3,21,0,0,0,0,0,0,0,5,0,8,5,11,8,3,3,11,3,3,0,3,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,18,7,39
SSC50973,0,3,0,3,0,3,0,3,0,5,0,11,3,0,0,4,0,12,0,10,6,14,4,22,7,10,0,10,0,5,0,5,0,0,0,0,16,50,7,68,3,6,0,5,0,0,0,0,3,4,0,3,0,0,0,4,4,9,3,19,3,8,0,12,5,8,0,14,0,6,3,8,0,0,0,0,20,45,7,70,3,11,0,14,0,3,0,6,4,7,0,15,4,3,0,7,7,25,4,33,12,21,3,35,10,16,0,24,0,11,3,17,0,0,0,0,38,93,15,143
SSC50974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,0,0,0,3,12,0,12,0,0,0,0,0,0,0,0,3,3,0,7,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,14,0,0,0,0,0,3,0,3,3,3,0,4,3,3,0,3,0,3,0,3,0,6,0,3,3,4,0,3,0,0,0,0,0,0,0,0,10,19,0,26
SSC50975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,3,9,0,5,0,6,0,0,0,0,0,0,0,0,3,16,4,20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,3,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,14,0,20,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,10,3,12,0,10,0,7,0,3,0,3,0,0,0,0,3,28,4,35
SSC50976,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,14,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,9,0,0,0,0,0,0,0,0,3,0,0,9,4,0,0,4,0,3,0,8,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,9,6,24
SSC50977,0,9,3,15,0,6,0,8,0,8,0,8,3,12,0,19,4,20,3,27,9,20,0,28,0,9,0,10,0,3,0,3,0,0,0,0,18,82,11,106,0,5,3,6,4,0,0,3,0,7,0,7,7,10,0,18,11,10,0,21,3,17,0,18,0,3,0,3,0,5,0,8,0,0,0,0,24,65,3,87,4,15,4,21,3,4,0,10,0,17,0,15,7,25,0,36,15,30,3,46,7,32,0,41,3,14,0,12,0,9,0,10,0,0,0,3,43,143,15,200
SSC50978,10,33,4,47,10,55,3,69,21,63,4,95,22,71,13,101,39,64,18,117,26,79,18,121,35,51,11,99,16,31,12,51,3,13,0,16,180,461,75,716,12,28,8,43,9,34,4,47,34,58,12,105,43,52,8,98,45,59,10,114,36,72,20,125,31,50,11,89,20,18,5,42,0,21,3,22,230,396,82,707,20,64,14,93,20,86,5,117,57,126,18,198,65,115,19,198,84,124,25,235,64,148,35,247,66,102,19,188,30,49,15,96,3,35,3,41,408,854,157,1417
SSC50979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,17
SSC50981,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,3,3,7,0,9,4,0,4,7,0,3,0,5,0,3,0,3,0,0,0,0,15,14,10,36,0,0,0,3,0,0,0,0,0,0,0,3,3,0,3,3,3,8,3,12,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,6,7,27,0,0,0,3,0,0,0,4,3,3,3,11,3,0,3,8,7,11,0,20,6,0,4,9,3,3,0,8,0,3,0,3,0,0,0,0,25,26,15,59
SSC50982,6,19,3,21,3,16,0,24,4,21,0,24,11,36,7,51,20,57,4,83,10,55,3,71,16,37,6,55,0,9,0,12,0,3,0,3,67,251,25,345,6,10,6,19,3,19,5,27,3,14,0,17,21,21,4,50,17,47,3,70,15,56,9,70,9,30,3,42,0,11,0,13,0,0,0,0,82,204,31,313,6,28,12,45,11,36,4,46,12,30,3,48,38,60,7,99,41,103,8,150,25,106,11,141,23,63,8,102,0,24,0,25,0,3,0,3,156,454,55,658
SSC50983,9,34,4,48,4,12,0,14,6,13,3,16,6,23,4,32,3,26,3,33,12,20,8,39,8,14,3,20,10,11,3,18,3,0,0,7,63,144,25,223,3,11,5,17,9,5,0,15,9,19,4,32,14,13,3,30,14,18,8,35,14,17,8,43,7,9,0,15,12,7,3,18,0,0,3,3,70,102,34,207,16,37,10,63,10,12,0,25,14,31,9,52,23,34,3,59,14,42,10,67,29,43,17,84,16,18,3,36,16,18,3,39,3,7,0,10,129,242,55,433
SSC50984,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,4,0,0,0,3,0,0,0,0,4,8,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,12,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,3,0,6,0,6,0,4,0,3,0,0,0,5,0,0,0,0,7,16,0,19
SSC50985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,6,3,13,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,4,0,5,0,0,0,0,0,0,0,0,6,8,0,15,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,3,3,0,5,0,0,0,3,0,0,0,0,10,13,3,23
SSC50986,3,34,3,39,0,18,3,28,3,20,0,24,16,35,4,56,17,68,4,94,14,35,0,51,5,33,6,46,3,10,3,16,0,3,0,3,61,268,26,356,9,31,0,39,0,6,0,6,9,33,0,39,32,32,0,65,31,45,3,77,19,36,3,63,8,22,3,34,3,9,0,11,0,3,0,3,112,221,12,343,14,64,8,82,0,27,3,31,11,47,3,59,44,68,7,116,51,113,11,176,33,75,7,113,19,57,4,80,5,21,3,35,0,4,0,4,177,481,41,697
SSC50987,0,9,7,13,8,22,7,32,8,29,8,46,7,31,8,44,10,42,8,65,3,25,10,43,5,17,4,24,3,23,5,34,0,4,0,4,54,198,65,318,4,18,3,24,7,22,7,40,18,39,11,67,7,32,7,52,17,31,11,57,11,21,10,43,4,16,3,22,0,16,4,17,0,3,0,7,68,196,65,327,5,27,6,35,15,43,11,74,25,62,25,116,16,60,23,93,24,75,20,127,21,51,18,89,9,34,8,47,7,32,9,48,0,10,0,9,123,391,129,640
SSC50988,101,465,52,622,103,646,36,791,188,1559,133,1879,166,1202,112,1476,185,1088,80,1349,159,902,81,1145,115,756,74,944,72,459,63,600,12,131,27,166,1104,7207,653,8966,138,387,33,556,119,558,54,730,256,1491,99,1846,272,1081,82,1428,224,1047,73,1340,168,974,73,1207,170,819,95,1085,77,498,64,645,10,200,44,259,1427,7060,618,9104,236,854,83,1174,226,1204,92,1524,442,3047,228,3725,440,2278,188,2907,404,2135,154,2691,324,1880,153,2353,289,1579,169,2034,150,965,130,1248,23,327,70,424,2534,14264,1277,18072
SSC50989,0,3,0,9,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,3,0,3,0,0,0,0,5,13,0,19,0,0,3,3,0,0,0,0,0,3,0,4,0,3,4,3,0,3,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,5,13,3,14,0,7,3,10,0,0,0,0,0,6,0,5,0,4,3,7,0,3,0,4,0,0,0,4,0,0,0,3,0,6,0,6,0,0,0,0,6,22,10,41
SSC50990,85,173,24,282,64,159,11,228,95,371,56,521,106,350,53,507,174,391,50,617,123,337,47,512,104,291,55,456,31,136,34,200,7,43,21,70,804,2248,349,3394,174,168,16,355,77,163,14,255,153,433,78,664,177,340,30,550,249,388,42,682,147,333,36,520,138,282,60,477,59,146,46,248,3,66,40,111,1175,2318,360,3854,259,342,33,644,142,316,22,482,245,801,141,1181,281,697,83,1057,423,772,91,1296,269,671,86,1028,244,575,117,932,96,282,74,452,15,105,58,182,1979,4564,704,7248
SSC50991,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,6,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,3,0,0,0,0,9,5,0,18,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,0,3,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,18,0,0,0,0,0,3,0,5,6,4,0,13,5,0,0,11,4,0,0,3,3,3,3,5,0,0,0,0,0,3,0,3,0,0,0,0,20,10,0,33
SSC50992,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9
SSC50993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50994,25,61,9,87,6,58,7,68,28,82,14,127,41,105,11,157,59,103,25,186,60,130,23,217,50,92,22,164,15,58,11,84,0,19,3,20,287,697,121,1102,33,37,15,86,16,37,8,57,34,67,9,111,77,80,10,165,77,110,17,207,73,112,22,210,64,92,15,164,23,51,13,89,8,32,11,56,414,613,117,1140,56,92,19,171,26,87,8,120,64,152,27,232,116,181,28,322,137,208,44,387,140,248,41,426,115,182,37,335,40,107,23,171,6,47,14,77,701,1308,235,2245
SSC50995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,11
SSC50996,0,3,0,4,0,3,0,5,0,6,0,6,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,0,25,0,3,0,3,0,4,0,4,0,10,0,10,0,8,0,8,0,3,0,10,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,5,28,0,30,0,8,0,8,0,10,0,7,0,15,0,15,0,8,0,8,4,11,0,12,0,4,0,4,0,3,0,3,0,4,0,4,0,0,0,0,10,49,0,55
SSC50997,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11
SSC50998,72,119,8,201,53,110,0,162,26,101,15,141,65,161,14,237,112,185,23,313,79,191,17,277,68,148,11,229,25,85,9,119,0,29,10,42,509,1114,98,1728,74,100,12,188,30,72,12,111,39,104,9,146,114,151,15,279,163,202,20,379,95,237,12,345,75,163,6,248,48,114,20,183,13,78,18,102,650,1230,112,1991,148,222,19,383,85,178,9,276,68,200,18,291,182,310,29,520,276,381,42,696,171,427,26,626,145,316,23,478,75,205,24,307,12,111,26,144,1157,2348,216,3716
SSC50999,12,24,6,35,0,5,3,9,5,20,0,32,5,18,3,29,13,38,3,50,11,29,3,47,11,16,4,29,6,8,0,20,3,7,3,15,71,166,24,264,15,31,3,48,0,11,0,11,12,23,0,31,21,16,0,31,11,27,3,38,11,28,0,40,17,26,9,49,4,19,3,26,0,7,3,12,83,184,24,292,25,54,7,88,0,15,3,20,19,37,0,65,27,28,4,58,25,60,6,90,22,58,3,91,25,41,7,78,10,27,6,44,6,18,8,26,153,347,51,551
SSC51000,0,3,0,8,0,0,0,5,0,0,0,0,0,0,0,3,3,4,0,8,4,6,0,14,0,5,0,7,0,3,0,3,0,0,0,0,6,30,0,38,0,3,0,3,0,5,0,3,0,0,0,0,4,4,0,3,4,4,0,7,3,3,0,10,3,5,0,11,0,0,0,0,0,0,0,0,13,23,0,36,0,9,0,9,3,5,0,6,0,0,0,0,6,6,0,8,3,13,0,12,7,14,0,16,3,13,0,15,0,3,0,5,0,0,0,0,18,53,3,80
SSC51001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC51002,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,7,5,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,7,3,10,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,3,5,0,0,3,0,3,0,3,0,0,3,5,0,0,0,0,0,0,0,0,9,12,7,26
SSC51003,0,3,0,7,0,4,0,4,0,5,0,6,3,3,0,3,5,12,0,16,3,13,0,25,0,14,0,12,0,0,0,3,0,3,0,3,19,50,3,74,3,0,0,8,0,0,0,0,3,3,0,6,0,5,0,5,9,14,3,23,6,6,0,17,3,3,0,7,0,4,0,4,0,0,0,0,23,45,8,71,3,9,0,12,0,4,0,0,0,9,0,15,3,4,0,11,13,27,3,40,10,25,3,36,3,14,0,23,0,6,0,10,0,3,0,5,43,98,10,143
SSC51004,0,22,3,23,0,14,0,15,5,27,3,36,4,24,0,28,0,17,0,17,4,9,0,10,3,9,4,14,0,0,0,0,0,0,0,0,14,126,15,152,0,13,3,16,0,21,0,23,4,43,3,47,4,25,0,32,7,17,4,23,0,12,0,12,4,0,0,9,0,0,0,0,0,0,0,0,15,127,15,160,0,31,4,38,0,38,0,41,5,70,4,82,5,48,6,57,6,35,8,44,5,19,0,25,7,13,7,22,0,4,0,4,0,0,0,0,25,252,28,307
SSC51005,44,110,14,171,19,134,14,170,82,405,27,518,150,437,29,615,154,395,30,576,70,297,15,388,35,149,19,202,5,61,4,72,3,20,6,30,568,2014,155,2737,78,108,7,186,66,140,8,215,131,403,38,572,197,494,33,722,201,364,19,580,87,281,14,379,40,143,21,205,15,92,13,117,7,62,9,75,826,2075,150,3056,120,216,23,363,89,275,21,382,215,806,65,1091,348,927,54,1331,356,755,48,1155,156,581,28,766,83,293,36,406,20,151,19,190,7,85,14,108,1395,4091,305,5796
SSC51006,24,96,8,128,11,68,0,80,25,125,13,167,40,151,15,199,56,162,13,226,35,183,15,236,34,112,5,148,11,38,7,51,0,14,0,11,229,954,82,1268,23,84,7,113,13,57,6,71,35,132,5,174,72,131,8,213,82,172,11,268,50,160,10,221,47,85,14,141,15,35,0,52,0,9,3,13,341,857,68,1265,49,180,17,242,23,122,8,157,61,260,23,341,112,275,20,409,137,333,27,498,92,345,24,457,74,200,16,289,24,72,8,103,0,23,5,27,576,1806,145,2526
SSC51007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,3,4,0,3,0,3,0,0,0,0,0,0,0,0,0,13,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,3,4,0,0,0,3,0,0,0,0,0,0,0,0,4,9,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,6,0,14,0,4,3,6,0,3,0,9,0,3,0,3,0,0,0,0,6,18,6,31
SSC51008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51009,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,6,3,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,6,11,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,10,0,0,0,0,4,0,0,4,0,3,0,7,0,6,0,5,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,23
SSC51010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51011,72,136,19,232,80,294,45,413,184,830,129,1153,143,540,79,768,182,494,72,748,113,469,41,625,92,299,65,452,21,114,35,171,6,76,27,109,903,3257,512,4661,175,170,32,375,142,316,48,507,247,745,112,1109,197,506,65,764,217,440,46,700,161,470,34,662,121,244,43,404,46,157,33,233,4,135,80,220,1306,3182,496,4981,250,311,49,604,227,609,90,923,434,1576,249,2259,345,1047,140,1526,394,934,118,1445,277,937,77,1284,213,541,105,859,63,272,68,403,10,207,108,329,2204,6433,1001,9644
SSC51012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51013,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,9,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,10,3,23
SSC51014,3,10,8,16,3,3,0,6,4,20,12,30,8,16,6,24,11,18,11,37,3,27,14,43,3,23,7,40,0,3,0,7,0,0,0,0,31,112,62,208,0,3,3,13,0,7,0,10,3,14,3,22,4,22,7,35,7,16,7,24,6,14,5,34,5,8,9,26,0,0,0,0,0,0,0,0,28,99,41,174,3,11,8,26,7,10,7,21,9,35,13,57,9,34,17,60,15,38,15,65,15,43,19,78,8,40,19,65,3,0,3,6,0,0,0,0,60,210,107,376
SSC51015,6,19,0,31,3,37,0,45,9,56,4,74,16,45,0,68,9,52,4,67,18,71,5,97,18,30,4,50,4,20,3,27,0,9,0,7,87,342,31,454,4,18,0,20,13,27,0,34,16,48,6,68,29,39,4,72,22,52,0,77,20,63,4,84,17,40,8,68,8,20,4,32,0,10,3,19,121,316,31,472,14,43,0,52,11,63,0,78,26,104,10,136,44,87,8,136,35,105,4,143,42,136,7,183,31,67,17,114,8,41,10,50,0,20,3,28,211,661,62,926
SSC51016,19,78,8,104,14,94,3,112,29,132,11,177,27,112,14,161,37,175,7,221,29,179,18,229,27,117,5,154,16,68,11,91,0,14,3,21,203,971,81,1259,20,66,8,91,12,66,4,83,39,112,6,156,48,117,10,178,51,175,13,243,44,188,12,246,38,96,10,147,10,63,6,78,0,15,3,19,263,901,78,1240,37,139,18,197,24,153,8,187,71,247,21,333,73,235,29,337,88,353,23,458,75,368,28,470,67,215,16,301,24,134,10,170,0,25,6,38,471,1866,159,2499
SSC51017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5
SSC51018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
