SSC_CODE_2016,P_OthServ_0,P_OthServ_1_15,P_OthServ_16_24,P_OthServ_25_34,P_OthServ_35_39,P_OthServ_40,P_OthServ_41_48,P_OthServ_49over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
SSC51376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,14
SSC51377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,3,17
SSC51378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9
SSC51379,3,4,0,4,12,0,3,7,4,45,0,3,3,4,7,6,0,7,13,52,69,152,123,133,171,155,105,270,19,1193
SSC51380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,4,0,3,0,15,4,31
SSC51381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,6,3,3,15,0,42
SSC51382,3,0,0,0,0,4,0,4,0,14,0,0,3,4,0,0,0,3,0,11,29,26,21,24,30,32,18,120,5,304
SSC51383,3,29,19,19,41,34,20,30,0,209,11,27,8,26,39,59,19,30,41,255,146,571,489,523,1037,1043,523,746,83,5161
SSC51384,0,0,3,7,16,12,0,0,0,41,4,6,0,8,7,4,0,17,13,52,29,72,57,111,122,98,57,109,19,670
SSC51385,6,25,17,23,48,41,24,34,3,207,11,23,15,18,40,46,20,33,44,254,191,534,433,459,863,823,430,662,93,4488
SSC51386,0,10,3,7,11,9,7,8,0,60,3,11,3,3,4,5,0,3,9,46,52,198,131,160,228,181,137,162,20,1263
SSC51387,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,4,10,8,3,5,5,0,43
SSC51388,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,10,15,10,6,14,21,14,23,4,113
SSC51389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,10
SSC51390,0,3,3,6,6,11,0,6,3,37,0,0,0,0,0,0,0,0,3,9,6,14,11,27,54,24,7,58,19,212
SSC51391,9,12,10,12,9,15,10,3,0,84,3,15,10,9,27,18,9,13,15,118,79,294,279,223,434,447,208,308,36,2309
SSC51392,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,5,3,0,0,6,0,20
SSC51393,3,0,0,0,0,0,6,4,0,14,0,0,0,0,3,5,3,0,0,10,13,26,19,30,47,39,26,47,0,234
SSC51394,0,22,24,18,36,32,14,30,0,185,3,19,18,18,21,48,19,30,31,199,134,616,545,454,826,1036,407,731,69,4816
SSC51395,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,11,11,10,20,16,4,13,3,86
SSC51396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51397,0,6,3,9,7,10,0,5,0,49,5,5,5,7,20,8,7,7,10,72,56,156,114,134,200,202,107,192,28,1188
SSC51398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,14,0,14
SSC51399,3,4,3,6,8,16,3,10,0,48,0,9,0,0,9,4,0,3,3,28,27,96,58,79,106,115,61,117,7,668
SSC51400,0,3,3,0,0,0,0,5,0,14,0,0,0,3,0,3,3,0,0,9,4,35,27,43,51,55,28,80,6,329
SSC51401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8
SSC51402,0,8,3,4,16,19,6,8,0,67,4,3,4,7,28,17,9,8,20,95,52,143,127,171,344,254,135,195,33,1450
SSC51403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SSC51404,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,9,5,0,13,15,0,6,4,61
SSC51405,7,17,9,13,13,25,15,19,0,114,6,16,9,15,11,35,19,30,30,175,156,556,442,432,643,1017,547,928,62,4779
SSC51406,3,24,21,19,47,35,23,17,8,200,3,22,21,15,39,51,15,27,45,234,185,547,438,525,1069,1022,536,740,105,5169
SSC51407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,4,0,5,3,0,11,3,47
SSC51408,0,0,3,0,4,3,7,3,0,19,0,3,0,0,4,0,3,3,3,18,33,58,52,73,116,99,84,113,10,641
SSC51409,11,18,22,23,46,27,20,27,0,197,6,19,10,16,27,37,11,19,36,181,173,404,330,390,720,633,354,518,63,3598
SSC51410,0,8,6,8,3,0,3,6,0,37,3,10,3,3,12,14,6,21,11,78,52,320,184,185,176,322,178,454,29,1904
SSC51411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,10,3,4,11,21,0,57
SSC51412,0,0,0,0,0,0,0,3,0,3,7,0,0,4,4,0,0,77,15,109,129,37,49,51,22,52,27,1943,32,2338
SSC51413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,11,10,7,5,3,6,8,17,0,61
SSC51414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,9
SSC51415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,6,0,18
SSC51416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC51418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,6,3,10,12,9,5,21,3,87
SSC51420,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,8,3,9,4,9,3,16,0,56
SSC51421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5
SSC51422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,3,17,3,0,12,8,51
SSC51423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,3,0,14
SSC51424,9,40,21,39,40,45,28,31,4,248,10,26,14,8,25,33,9,32,31,184,171,601,462,498,902,923,416,722,71,4765
SSC51425,0,5,5,3,6,3,3,3,0,25,0,0,3,3,0,3,3,3,3,26,23,65,76,69,96,115,63,145,12,672
SSC51426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,0,8
SSC51427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,13,0,23
SSC51428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,3,8,11,4,10,0,48
SSC51429,6,12,7,8,0,11,0,0,4,38,0,0,0,0,0,0,0,0,3,5,41,27,22,11,17,12,38,317,12,498
SSC51430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,7,0,20
SSC51431,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,4,0,0,4,9,3,15,6,15,5,22,3,22,5,102
SSC51432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,8,3,8,0,38
SSC51433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,3,4,6,0,30
SSC51434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51435,3,19,10,15,18,35,14,21,0,137,3,13,9,8,14,17,7,18,5,97,104,295,221,246,387,467,241,539,35,2541
SSC51436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,5,6,8,0,8,5,37
SSC51437,13,44,67,50,107,103,45,76,8,520,18,52,41,40,107,123,40,70,87,578,354,1315,1116,1211,2277,1985,943,1361,204,10756
SSC51438,0,3,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,3,6,17,14,12,24,31,16,35,6,157
SSC51439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,7,0,8,0,15,0,37
SSC51440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC51441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,5,9,0,34
SSC51442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,7,0,9,0,6,0,29
SSC51443,3,7,3,3,3,8,8,13,0,42,0,3,3,0,0,6,3,9,12,32,142,94,94,81,113,185,191,606,24,1521
SSC51444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,14
SSC51445,3,3,6,4,0,3,0,0,0,23,3,0,0,3,0,5,0,3,7,27,35,73,58,58,59,71,40,92,13,503
SSC51446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5
SSC51447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4
SSC51449,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,4,8,22,20,27,21,29,13,35,3,176
SSC51450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,6,4,0,11,0,29
SSC51451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51453,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,10,5,4,4,3,7,0,44
SSC51454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,3,5,11,0,5,9,16,0,54
SSC51455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51456,0,8,4,4,9,8,3,10,0,44,4,7,4,5,7,12,3,13,13,68,42,223,147,157,153,253,117,275,21,1404
SSC51457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8
SSC51458,3,14,24,10,33,28,11,18,0,147,3,5,17,7,26,28,9,12,24,129,126,345,383,375,835,763,374,510,54,3768
SSC51459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC51460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,3,4,9,0,12,0,36
SSC51461,0,8,7,3,9,11,5,15,0,55,3,5,3,3,5,16,3,11,21,68,62,139,123,140,170,184,91,231,36,1179
SSC51462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,3,6,0,24
SSC51463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,16
SSC51464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,11,24,17,15,21,23,18,34,5,158
SSC51465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51466,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,11,9,10,13,16,10,21,0,95
SSC51467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5
SSC51468,3,0,0,0,0,0,0,3,0,14,0,0,0,0,0,3,3,3,0,10,13,30,24,34,42,41,31,48,8,275
SSC51469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,0,0,10,0,19
SSC51470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,9,4,4,6,37,0,72
SSC51471,0,9,3,4,11,6,8,6,0,45,0,4,0,0,5,6,4,7,3,35,41,138,100,109,193,125,95,120,11,935
SSC51472,0,4,0,3,3,5,7,4,0,26,0,4,0,0,6,7,0,0,7,19,33,54,43,56,94,88,41,66,8,480
SSC51473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,15,0,29
SSC51475,0,13,13,4,6,10,3,9,0,59,3,11,3,4,8,3,0,3,8,37,56,172,139,155,154,160,113,197,16,1162
SSC51476,7,17,10,22,37,29,13,10,0,153,6,23,17,10,35,35,14,26,37,200,160,523,544,437,948,1014,460,751,85,4921
SSC51477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51478,0,0,7,3,3,9,6,9,0,37,0,0,0,5,0,3,0,3,7,21,21,49,27,36,66,63,35,137,10,436
SSC51479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51480,0,3,0,0,10,0,0,5,0,19,0,0,0,3,3,5,0,0,0,14,24,59,50,57,101,90,47,65,9,502
SSC51481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,9,3,3,3,8,0,23,3,55
SSC51482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,6,0,13
SSC51483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,0,28
SSC51484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,4,9,4,37
SSC51485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,8,0,18
SSC51486,0,4,6,11,9,15,0,18,0,58,3,6,0,7,6,11,8,14,9,60,45,125,87,142,170,195,77,211,13,1068
SSC51487,0,3,3,0,0,7,10,7,0,30,3,0,3,5,0,0,3,4,3,23,36,85,52,68,41,121,59,108,3,573
SSC51488,5,29,25,24,39,41,22,34,0,213,10,16,13,20,50,49,17,41,37,257,235,636,507,587,1053,914,520,874,79,5406
SSC51489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,3,15,0,27
SSC51490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,3,14,0,31
SSC51491,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,4,10,19,10,11,9,6,7,48,3,130
SSC51492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51494,3,3,0,4,3,5,0,13,0,32,0,6,0,0,3,0,0,3,0,16,23,68,43,42,73,66,51,64,7,441
SSC51495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,3,4,0,4,0,19
SSC51496,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,8,15,28,20,21,19,31,8,14,6,161
SSC51497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,6,9,8,3,4,7,3,16,3,56
SSC51498,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,6,0,24
SSC51499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,15
SSC51501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,13
SSC51502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SSC51503,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,5,7,18,8,13,15,12,13,41,0,130
SSC51504,3,6,0,7,17,14,9,6,0,59,3,4,7,6,8,19,7,16,19,86,56,136,133,145,314,360,146,277,24,1586
SSC51505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,4,3,5,4,9,0,31
SSC51506,3,15,5,6,12,15,4,15,0,74,0,4,0,10,5,12,4,13,20,71,109,210,183,213,372,381,191,354,34,2045
SSC51507,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,5,9,4,10,8,13,0,62
SSC51508,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,7,0,4,3,0,3,0,3,4,0,25
SSC51509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,7,9,3,16,9,23,3,70
SSC51510,3,12,6,8,9,19,4,3,0,61,3,7,3,3,8,8,5,13,10,63,79,204,136,172,204,233,114,279,33,1462
SSC51511,3,34,23,41,53,51,21,43,0,286,6,30,16,26,52,55,21,51,55,310,206,664,548,682,1028,1014,474,844,114,5572
SSC51512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,4,10,0,22
SSC51513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,7,7,7,7,15,8,11,10,77
SSC51514,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,15,10,10,16,31,14,14,17,3,129
SSC51515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,3,0,15
SSC51516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,5,0,10,0,23
SSC51517,0,3,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,7,0,5,8,21,18,8,4,20,7,91
SSC51518,6,27,20,23,46,46,17,20,0,203,7,22,10,16,38,41,26,39,46,245,183,548,423,493,842,804,461,706,93,4551
SSC51519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,3,0,0,3,9,0,30
SSC51520,0,11,3,8,9,10,3,9,0,48,3,5,0,3,3,6,0,8,18,46,77,139,113,117,212,146,84,229,37,1158
SSC51521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,13
SSC51522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,3,19,3,46
SSC51523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8
SSC51524,0,0,0,3,0,0,0,3,0,12,0,0,0,0,5,0,0,3,0,8,20,39,47,44,42,51,44,60,3,350
SSC51525,0,8,8,11,20,11,3,6,0,63,4,3,6,3,6,12,6,5,7,59,67,239,213,198,319,363,168,206,20,1807
SSC51526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,4,11,8,0,15,0,48
SSC51527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,21
SSC51528,0,11,3,3,4,3,3,5,0,38,0,9,7,7,3,16,0,3,14,61,14,206,165,110,154,215,87,148,24,1125
SSC51529,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,9,5,15,12,8,9,24,3,82
SSC51530,0,3,0,4,0,3,3,0,0,10,0,4,0,5,0,6,0,0,0,20,20,97,64,83,66,127,54,103,7,626
SSC51531,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,12,7,12,4,12,5,36,0,88
SSC51532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,3,6,0,26
SSC51533,3,26,9,12,20,29,9,29,4,152,5,22,3,9,29,29,13,15,10,142,103,339,266,292,614,648,292,458,40,3051
SSC51534,0,3,0,3,9,3,4,0,0,20,0,4,0,3,3,0,0,0,0,13,16,23,29,29,46,23,13,38,4,221
SSC51535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,17
SSC51536,0,0,0,0,4,0,3,4,0,8,0,0,0,0,0,3,0,0,0,5,0,11,10,12,12,12,12,20,0,74
SSC51537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7
SSC51538,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,4,3,3,9,3,7,3,19,0,52
SSC51539,0,0,0,0,0,3,0,3,0,14,0,0,0,0,0,0,3,0,0,7,5,8,0,7,9,15,13,39,0,92
SSC51540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,9,0,14
SSC51541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51542,11,17,14,16,38,43,25,36,0,186,12,13,13,12,36,38,22,15,37,189,178,392,390,456,1107,994,460,650,92,4720
SSC51543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,23
SSC51544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,11,3,12,4,10,18,0,63
SSC51546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,8,3,19,0,37
SSC51547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7
SSC51548,0,18,14,17,31,31,16,24,0,167,6,30,24,17,38,39,22,32,31,239,192,739,682,628,903,1071,583,895,61,5764
SSC51549,0,15,12,19,8,14,9,11,0,85,5,23,15,15,6,16,7,24,17,129,73,464,331,304,358,537,308,546,40,2954
SSC51550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,15,0,25
SSC51551,4,3,3,7,13,4,7,5,0,40,0,3,0,0,4,0,0,3,8,28,31,103,62,88,106,136,73,148,12,765
SSC51552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SSC51553,3,21,16,18,20,20,16,14,3,125,3,18,17,8,17,13,15,21,27,136,146,506,382,517,567,487,290,517,61,3470
SSC51554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,13
SSC51556,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,4,0,16,5,10,15,8,3,31,3,91
SSC51557,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,4,0,0,13,7,24,15,22,29,20,17,24,4,163
SSC51558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,11
SSC51559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,0,9,3,19
SSC51560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,17
SSC51561,0,0,0,0,3,3,8,17,0,32,0,4,0,3,4,5,0,9,7,33,29,68,40,59,82,107,100,225,19,733
SSC51562,3,8,7,8,8,16,3,10,0,65,4,7,7,3,3,17,7,11,0,57,61,240,242,213,291,459,231,399,14,2151
SSC51563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,9
SSC51564,4,3,10,7,24,24,12,20,3,107,4,8,9,5,6,25,15,15,29,121,99,245,264,245,566,746,394,566,49,3178
SSC51565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,10,0,5,5,22,0,56
SSC51566,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,9,34,15,17,35,28,12,34,0,182
SSC51567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,9,0,22
SSC51568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,10,6,22,3,47
SSC51569,0,4,0,0,0,0,4,0,0,13,0,3,0,0,0,0,0,0,3,17,15,31,24,34,32,48,19,52,9,257
SSC51570,0,3,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,4,8,33,25,23,32,18,20,47,0,212
SSC51571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,5,5,11,0,45
SSC51572,3,16,12,5,42,23,7,14,0,126,4,14,13,14,30,22,5,17,35,152,86,289,341,303,684,533,203,310,85,2842
SSC51573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,9,5,10,8,16,52,8,116
SSC51574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,0,13
SSC51575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,14
SSC51576,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,8,17,25,24,33,18,26,0,154
SSC51577,0,9,4,4,7,3,3,8,0,39,0,13,5,7,11,12,10,6,7,68,54,188,170,171,234,252,147,208,22,1436
SSC51578,0,0,0,0,0,3,3,0,0,11,0,3,3,3,0,3,0,0,0,10,17,20,13,22,37,23,25,44,3,205
SSC51579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
SSC51580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7
SSC51581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11
